x,y,age,sex,prior_visit,behavior_type,group_number,group_type,group_leader,initial_energy,ID,role,exit,prompt,table,party,turned back x,turned back y,starting room,ids employees y/n,employee location x1,employee location y1,took,note
275,119,,,FALSE,,,,,100,a22,patron,M,,,,,,Viennese Room,no,,,,
253,49,,male,FALSE,,10,4,,100,a28,patron,M,,,,,,Viennese Room,,,,,
255,74,,male,FALSE,,10,4,,100,a29,patron,M,,,,,,Viennese Room,,,,,
264,70,,male,FALSE,,b162,4,,100,b162,patron,K,,,,222.5,85.5,Viennese Room,,,,,
253,62,,female,FALSE,,c68,4,,100,c68,patron,GC,,,,197,83,Viennese Room,,,,,
273,43,,female,FALSE,,57,4,,100,d54,patron,G1,,,,,,Viennese Room,,,,,
241,127,,female,FALSE,,57,4,,100,d55,patron,G1,,,,,,Viennese Room,,,,,
269,91,,female,FALSE,,72,4,,100,e40,patron,M,,,,,,Viennese Room,,,,,
265,123,,female,FALSE,,72,4,,100,e41,patron,M,,,,,,Viennese Room,,,,,
248,82,,,FALSE,,,,,100,f76,patron,GC,,,,,,Viennese Room,,,,,
273,115,,female,FALSE,,128,4,,100,l52,patron,M,,,,,,Viennese Room,,,,,
251,95,,female,FALSE,,137,4,,100,l53,patron,M,,,,,,Viennese Room,,,,,
253,81,,,TRUE,,,,,100,m55,tipped staff,G1,,,,,,Viennese Room,,,,,
256,101,,,FALSE,,202,4,,100,r94,patron,M,,,,,,Viennese Room,,,,,
249,67,,,FALSE,,202,4,,100,r95,patron,M,,,,,,Viennese Room,,,,,
248,81,,female,FALSE,,189,4,,100,r109,patron,,,,,,,Viennese Room,,,,,
242,125,,male,FALSE,,189,4,,100,r110,patron,,,,,,,Viennese Room,,,,,
277,124,,,FALSE,,,,,100,s232,patron,K,,,,,,Viennese Room,,,,,
242,110,,male,FALSE,,243,4,,100,w42,patron,M,,,,,,Viennese Room,,,,,
257,106,,,FALSE,,243,4,,100,w42-a,patron,n/a,,,,,,Viennese Room,,,,,
255,95,,,FALSE,,243,4,,100,w42-b,patron,n/a,,,,,,Viennese Room,,,,,
267,94,,,TRUE,,246,4,,100,w56,tipped staff,M,,,,,,Viennese Room,,,,,
246,63,,,TRUE,,246,4,,100,w56-a,tipped staff,M,,,,,,Viennese Room,,,,,
247,61,,female,FALSE,,y16,4,,100,y16,patron,M,,,,,,Viennese Room,,,,,
277,52,,,FALSE,,260,4,,100,z13,patron,M,,,,,,Viennese Room,,,,,
250,58,,,FALSE,,260,4,,100,z13? [cut off],patron,M,,,,,,Viennese Room,,,,,
278,74,,male,FALSE,,259,4,,100,z12,patron,M,told,,,,,Viennese Room,,,,,
256,115,,,FALSE,,259,4,,100,z12-a,patron,M,,,,,,Viennese Room,,,,,
260,312,,,FALSE,,dayton aaa,2,,100,a50,patron,,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
257,291,,,FALSE,,dayton aaa,2,,100,c88,patron,,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
265,211,,,FALSE,,,,,100,d67,patron,C,,,,,,cabaret room,,,,,
249,288,,,FALSE,,,,,100,d78,patron,C,,,,,,cabaret room,,,,,
280,196,,female,FALSE,,dayton aaa,2,,100,d93,patron,,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
263,257,,,FALSE,,65,4,,100,e22,patron,C,,,,,,cabaret room,,,,,
263,299,,,FALSE,,66,4,,100,e23,patron,C,,,,,,cabaret room,,,,,
279,288,,male,FALSE,,84,4,,100,f85,patron,,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
264,207,,female,FALSE,,85,4,,100,f86,patron,,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
280,253,,,FALSE,,,,,100,g87-a,patron,S,,,,,,cabaret room,,,,,
283,244,,female,FALSE,,dayton aaa,2,,100,g88,patron,,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
248,196,,female,FALSE,,dayton aaa,2,,100,g89,patron,,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
258,221,,female,FALSE,,dayton aaa,2,,100,g91,patron,,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
271,306,,,TRUE,,,,,100,h113,tipped staff,C,,,,,,cabaret room,,,,,
259,310,,,FALSE,,,,,100,k80,patron,C,,,,,,cabaret room,,,,,
247,206,,female,FALSE,,dayton aaa,2,,100,k84,patron,,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
279,284,,,FALSE,,142,4,,100,l79,patron,C,,,,,,cabaret room,,,,,
257,199,,,FALSE,,142,4,,100,l79-a,patron,C,,,,,,cabaret room,,,,,
278,199,,,FALSE,,142,4,,100,l79-b,patron,C,,,,,,cabaret room,,,,,
272,259.5,,,FALSE,,127,4,,100,l? [faded],patron,C,,,,,,cabaret room,,,,,
266,264,,,FALSE,,144,4,,100,l82? [faded],patron,C,,,,,,cabaret room,,,,,
268,243,,,FALSE,,,,,100,m61,patron,C,,,,,,cabaret room,,,,,
262,248,,,FALSE,,174,4,,100,o11,patron,C,,,,,,cabaret room,,,,,
275,263,,,FALSE,,174,4,,100,o12,patron,C,,,,,,cabaret room,,,,,
277,225,,,FALSE,,,,,100,s163,patron,C,,,,,,cabaret room,,,,,
248,217,,female,FALSE,,dayton aaa,2,,100,s258,patron,,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
264,280,,male,FALSE,,dayton aaa,2,,100,w111,patron,,,dayton aaa table ,dayton aaa,,,cabaret room,,,,,
247,242,,,FALSE,,,,,100,y15,patron,C,,,,,,cabaret room,,,,,
253,206,,,FALSE,,,,,100,b79,patron,C,,,,,,cabaret room,,,,,
255,219,,male,FALSE,,,,,100,b80,patron,GC,,,,,,cabaret room,,,,,
262,313,,male,FALSE,,,,,100,b83,patron,GC,,,,,,cabaret room,,,,,
273,238,,,FALSE,,,,,100,c33,patron,GC,,,,,,cabaret room,,,,,
267,263,,male,FALSE,,,,,100,d36,patron,GC,,,,,,cabaret room,,,,,
254,302,,,FALSE,,64,4,,100,e15,patron,C,,,,,,cabaret room,,,,,
273,287,,,FALSE,,67,4,,100,e25,patron,C,,,,,,cabaret room,,,,,
247,212,,female,FALSE,,,,,100,e16,patron,GC,,,,,,cabaret room,,,,,
247,254,,female,FALSE,,,,,100,e17,patron,GC,,,,,,cabaret room,,,,,
249,283,,,FALSE,,,,,100,e18,patron,GC,,,,,,cabaret room,,,,,
276,303,,,FALSE,,70,4,,100,e35,patron,C,,,,,,cabaret room,,,,,
246,212,,,FALSE,,71,4,,100,e36,patron,C,,,,,,cabaret room,,,,,
250,242,,female,FALSE,,,,,100,f35,patron,GC,,,,,,cabaret room,,,,,
264,273,,female,FALSE,,,,,100,f36,patron,GC,,,,,,cabaret room,,,,,
253,298,,male,FALSE,,,,,100,h68,patron,GC,,,,,,cabaret room,,,,,
260,311,,male,FALSE,,,,,100,h69,patron,GC,,,,,,cabaret room,,,,,
278,282,,female,FALSE,,128,4,,100,l23,patron,GC,,,,,,cabaret room,,,,,
251,204,,,FALSE,,128,4,,100,l59,patron,GC,,,,,,cabaret room,,,,,
256,222,,female,FALSE,,,,,100,l24,patron,S,,,,,,cabaret room,,,,,
257,279,,female,FALSE,,,,,100,l25,patron,GC,,,,,,cabaret room,,,,,
267,313,,,TRUE,,156,4,,100,m38,tipped staff,GC,,,,,,cabaret room,,,,,
248,291,,,TRUE,,156,4,,100,m39,tipped staff,GC,,,,,,cabaret room,,,,,
274,230,,female,FALSE,,,,,100,n53,patron,GC,,,,,,cabaret room,,,,,
273,253,,male,FALSE,,,,,100,p20,patron,GC,,,,,,cabaret room,,,,,
276,295,,male,FALSE,,175,4,,100,p21,patron,GC,,,,,,cabaret room,,,,,
259,236,,,FALSE,,175,4,,100,p58,patron,GC,,,,,,cabaret room,,,,,
260,231,,,FALSE,,,,,100,r28,patron,C,,,,-40,504,cabaret room,,,,,
273,313,,female,FALSE,,191,4,,100,r30,patron,K,,,,,,cabaret room,,,,,
278,244,,,TRUE,,191,4,,100,r114,tipped staff,GC,,,,,,cabaret room,,,,,
258,298,,male,FALSE,,203,4,,100,s104,patron,GC,,,,,,cabaret room,,,,,
257,303,,male,FALSE,,203,4,,100,s105,patron,GC,,,,,,cabaret room,,,,,
274,253,,male,FALSE,,,,,100,t14,patron,GC,,,,,,cabaret room,,,,,
275,221,,male,FALSE,,228,4,,100,t15,patron,GC,,,,,,cabaret room,,,,,
279,287,,male,FALSE,,228,4,,100,t16,patron,GC,,,,,,cabaret room,,,,,
256,281,,,FALSE,,,,,100,t17,patron,GC,,,,,,cabaret room,,,,,
282,225,,,FALSE,,,,,100,w31,patron,GC,,,,,,cabaret room,,,,,
265,251,,male,FALSE,,,,,100,w32,patron,GC,,,,,,cabaret room,,,,,
123,392,,,FALSE,,,,,100,w10? [cut off],patron,M,,,,,,Crystal Room 6,,,,,
192,401,,female,FALSE,,,,,100,w41,patron,K,,,,-40,504,Crystal Room 4,,,,,
165,399,,female,FALSE,,,,,100,t37,patron,M,,,,,,Crystal Room 5,,,,,
142,391,,female,FALSE,,222,4,,100,s225,patron,K,,,,,,Crystal Room 6,,,,,
131,394,,,FALSE,,222,4,,100,s225-a,patron,M,,,,,,Crystal Room 6,,,,,
134,397,,,FALSE,,222,4,,100,s225-b,patron,M,,,,,,Crystal Room 6,,,,,
208,399,,female,FALSE,,187,4,,100,r105,patron,K,,,,,,Crystal Room 4,,,,,
198,404,,female,FALSE,,187,4,,100,r106,patron,K,,,,,,Crystal Room 4,,,,,
143,393,,female,FALSE,,,,,100,r49,patron,M,,,,,,Crystal Room 6,,,,,
204,402,,male,FALSE,,,,,100,r83,patron,M,,,,,,2nd floor stair bar,,,,,
126,395,,female,FALSE,,195,4,,100,r47,patron,M,,,,,,Crystal Room 6,,,,,
135,395,,female,FALSE,,195,4,,100,r48,patron,M,,,,,,Crystal Room 6,,,,,
174,433,,male,FALSE,,,,,100,m81,patron,K,,,,,,Crystal Room 1,,,,,
122,389,,male,FALSE,,161,4,,100,m57,patron,M,,,,,,Crystal Room 6,,,,,
127,387,,male,FALSE,,161,4,,100,m58,patron,M,,,,,,Crystal Room 6,,,,,
124,389,,male,FALSE,,,,,100,l71,patron,K,,,,,,Crystal Room 6,,,,,
210,400,,male,FALSE,,,,,100,j40,patron,K,,,,,,Crystal Room 4,,,,,
157,389,,male,FALSE,,116,4,,100,j34,patron,M,,,,,,Crystal Room 5,,,,,
158,396,,male,FALSE,,116,4,,100,j35,patron,M,,,,,,Crystal Room 5,,,,,
177,424,,male,FALSE,,,,,100,h89,patron,K,,,,-40,504,Crystal Room 1,,,,,
201,392,,female,FALSE,,,,,100,g70,patron,K,,,,,,Crystal Room 4,,,,,
208,393,,male,FALSE,,,,,100,g69,patron,K,,,,,,Crystal Room 4,,,,,
158,415,,female,FALSE,,,,,100,g24,patron,K,,,,-40,504,Crystal Room 2,,,,,
161,419,,male,FALSE,,,,,100,f82,patron,K,,,,,,Crystal Room 2,,,,,
134,33,,male,FALSE,,,,,100,f62,patron,M,,,,,,crystal rooms,,,,,
161,389,,male,FALSE,,,,,100,e30,patron,K,,,,,,Crystal Room 5,,,,,
158,395,,female,FALSE,,,,,100,c73,patron,K,,,,,,Crystal Room 5,,,,,
129,391,,female,FALSE,,b201,4,,100,b201,patron,M,,,,,,Crystal Room 6,,,,,
162,401,,female,FALSE,,b154,4,,100,b154,patron,M,,,,,,Crystal Room 5,,,,,
166,391,,female,FALSE,,,,,100,z9,patron,K,,,,,,Crystal Room 5,,,,,
126,392,,male,FALSE,,,,,100,t47,patron,M,,,,-40,504,Crystal Room 6,,,,,
151,395,,female,FALSE,,,,,100,s252,patron,K,,,,-40,504,Crystal Room 5,,,,,
201,390,,female,FALSE,,s238,4,,100,s238,patron,K,,,,,,Crystal Room 4,,,,,
142,34,,female,FALSE,,211,4,,100,s158,patron,K,,,,-40,504,crystal rooms,,,,,
145,38,,female,FALSE,,211,4,,100,s159,patron,K,,,,-40,504,crystal rooms,,,,,
160,400,,male,FALSE,,208,4,,100,s128,patron,K,,,,,,Crystal Room 5,,,,,
171,391,,male,FALSE,,208,4,,100,s129,patron,K,,,,,,Crystal Room 5,,,,,
166,395,,male,FALSE,,,,,100,s127,patron,K,,,,,,Crystal Room 5,,,,,
158,394,,female,FALSE,,,,,100,p39,patron,K,,,,,,Crystal Room 5,,,,,
124,396,,female,FALSE,,,,,100,p31,patron,K,,,,,,Crystal Room 6,,,,,
155,421,,male,FALSE,,,,,100,m133,patron,M,,,,,,Crystal Room 2,,,,,
165,396,,,TRUE,,,,,100,m5? [cut off],tipped staff,,,,,-40,504,Crystal Room 5,,,,,
193,427.5,,female,FALSE,,,,,100,i7,patron,M,,,,,,crystal rooms,,,,,
250,315,,,FALSE,,,,,100,h? [cut off],patron,K,,,,,,cabaret room,,,,,
279,196,,female,FALSE,,8,4,,100,?23,patron,K,,,,-40,504,cabaret room,,,,,
258,229,,male,FALSE,,123,4,,100,?56,patron,K,,,,,,cabaret room,,,,,
143,405,,female,FALSE,,,,,100,b158,patron,M,,,,,,Crystal Room 6,,,,,
203,400,,male,FALSE,,,,,100,b143,patron,K,,,,,,Crystal Room 4,,,,,
160,392,,male,FALSE,,,,,100,b142,patron,K,,,,,,Crystal Room 5,,,,,
275,310,,female,FALSE,,18,4,,100,b133,patron,K,,,,,,cabaret room,,,,,
188,403,,female,FALSE,,18,4,,100,b134,patron,K,,,,,,Crystal Room 4,,,,,
141,36,,male,FALSE,,,,,100,b179,patron,M,,,,,,crystal rooms,,,,,
150,399,,male,FALSE,,,,,100,b177,patron,K,,,,,,Crystal Room 5,,,,,
137,36,,,FALSE,,,,,100,a53,patron,,,,,-40,504,crystal rooms,,,,,
197,397,,female,FALSE,,b112,4,,100,b112,patron,M,,,,,,Crystal Room 4,,,,,
202,134,,,FALSE,,,,,100,a42,patron,M,,,,,,empire room,,,,,
125,127,,,FALSE,,,,,100,a47,patron,M,,,,,,empire room,,,,,
167,143,,,FALSE,,38,4,,100,b96,patron,G2,,,,,,empire stage,,,,,
180,159,,,FALSE,,38,4,,100,b97,patron,G2,,,,,,empire stage,,,,,
147,128,,,FALSE,,16,4,,100,b116,patron,M,,,,,,empire room,,,,,
137,135,,,FALSE,,16,4,,100,b117,patron,M,,,,,,empire room,,,,,
170,117,,,FALSE,,25,4,,100,b164,patron,M,,,,,,empire room,,,,,
137,122,,,FALSE,,25,4,,100,b165,patron,M,,,,,,empire room,,,,,
164,116,,,FALSE,,26,4,,100,b169,patron,M,,,,,,empire room,,,,,
129,120,,,TRUE,,26,4,,100,b170,tipped staff,M,,,,,,empire room,,,,,
175,129,,,TRUE,,27,4,,100,b173,tipped staff,M,,,,,,empire room,,,,,
192,133,,,TRUE,,27,4,,100,b174,tipped staff,M,,,,,,empire room,,,,,
159,134,,,FALSE,,30,4,,100,b197,patron,,,,,,,empire room,,,,,
183,132,,,FALSE,,30,4,,100,b198,patron,,,,,,,empire room,,,,,
174,134,,,FALSE,,,,,100,b212,patron,M,,,,,,empire room,,,,,
159,145,,,FALSE,,,,,100,c37,patron,G2,,,,,,empire stage,,,,,
168,130,,,FALSE,,44,4,,100,c63,patron,K,,,,,,empire room,,,,,
186,133,,,FALSE,,44,4,,100,c64,patron,K,,,,,,empire room,,,,,
204,111,,,FALSE,,45,4,,100,c66,patron,G1,,,,,,empire room,,,,,
193,120,,,FALSE,,45,4,,100,c67,patron,G1,,,,,,empire room,,,,,
177,132,,,FALSE,,,,,100,c76,patron,G2,,,,,,empire room,,,,,
144,121,,,TRUE,,49,4,,100,c86,non-tipped,M,,,,,,empire room,,,,,
204,125,,,TRUE,,49,4,,100,c86-a,non-tipped,M,,,,,,empire room,,,,,
127,120,,,TRUE,,55,4,,100,"d50 [guessing, cut off]",non-tipped,G1,,,,,,empire room,,,,,
175,136,,,TRUE,,55,4,,100,d51,non-tipped,G1,,,,,,empire room,,,,,
172,124,,,FALSE,,,,,100,d77,patron,M,,,,,,empire room,,,,,
177,127,,,FALSE,,,,,100,d79,patron,G2,,,,,,empire room,,,,,
171,132,,,FALSE,,62,4,,100,d86 [might be d80],patron,M,,,,,,empire room,,,,,
158,117,,,TRUE,,62,4,,100,r117,tipped staff,M,,,,,,empire room,,,,,
173,126,,,FALSE,,,,,100,d82,patron,M,,,,,,empire room,,,,,
198,120,,,FALSE,,,,,100,e27,patron,M,,,,,,empire room,,,,,
137,120,,,FALSE,,73,4,,100,e44,patron,M,,,,,,empire room,,,,,
141,117,,,FALSE,,73,4,,100,e44-a,patron,M,,,,,,empire room,,,,,
137,124,,,FALSE,,75,4,,100,f46,patron,K,,,,,,empire room,,,,,
160,123,,,FALSE,,75,4,,100,f47,patron,K,,,,,,empire room,,,,,
187,118,,,FALSE,,76,4,,100,f48,patron,M,,,,,,empire room,,,,,
161,128,,,FALSE,,76,4,,100,f48-a,patron,M,,,,,,empire room,,,,,
170,121,,,FALSE,,77,4,,100,f58,patron,M,,,,,,empire room,,,,,
171,119,,,FALSE,,77,4,,100,f59,patron,M,,,,,,empire room,,,,,
174,143,,,TRUE,,78,4,,100,f60,tipped staff,M,,,,,,empire stage,,,,,
152,151,,,TRUE,,78,4,,100,f61,tipped staff,M,,,,,,empire stage,,,,,
183,121,,,FALSE,,,,,100,f75,patron,M,,,,,,empire room,,,,,
273,78,,male,FALSE,,10,4,,100,?28,patron,M,,,,,,Viennese Room,,,,,
195,133,,,FALSE,,,,,100,g72,patron,K,,,,,,empire room,,,,,
153,131,,,FALSE,,,,,100,g73,patron,G2,,,,,,empire room,,,,,
137,125,,,FALSE,,90,4,,100,g75,patron,K,,,,171.5,100.5,empire room,,,,,
187,111,,,FALSE,,90,4,,100,g76,patron,K,,,,171.5,100.5,empire room,,,,,
161,125,,,TRUE,,96,4,,100,h106,tipped staff,G1,,,,,,empire room,,,,,
139,130,,,TRUE,,96,4,,100,h107,tipped staff,G1,,,,,,empire room,,,,,
124,113,,,TRUE,,,,,100,h119,tipped staff,,,,,-40,504,empire room,,,,,
194,118,,,TRUE,,,,,100,h120,non-tipped,,,,,-40,504,empire room,,,,,
128,126,,,TRUE,,101,4,,100,h127,non-tipped,M,,,,,,empire room,,,,,
126,111,,,TRUE,,101,4,,100,h128,non-tipped,M,,,,,,empire room,,,,,
182,125,,female,FALSE,,,,,100,h132,patron,M,,,,,,empire room,,,,,
171,133,,,FALSE,,103,4,,100,h133,patron,M,,,,,,empire room,,,,,
164,114,,,FALSE,,103,4,,100,h134,patron,M,,,,,,empire room,,,,,
138,114,,,TRUE,,,,,100,h144,non-tipped,G2,,,,,,empire room,,,,,
199,119,,,TRUE,,108,4,,100,h151,tipped staff,K,,,,158,102.5,empire room,,,,,
193,132,,,TRUE,,108,4,,100,h152,tipped staff,K,,,,158,102.5,empire room,,,,,
128,125,,,TRUE,,109,2,,100,h157,tipped staff,K,,,,,,empire room,,,,,
151,129,,,TRUE,,109,2,,100,h158,tipped staff,K,,,,,,empire room,,,,,
128,114,,,FALSE,,109,4,,100,p68,patron,K,,,,,,empire room,,,,,
204,99.5,,female,FALSE,,,,,100,g32,patron,M,,,,,,empire room,,,,,
134,130,,,FALSE,,117,4,,100,j38,patron,M,,,,,,empire room,,,,,
131,132,,,FALSE,,117,4,,100,j39,patron,M,,,,,,empire room,,,,,
146,122,,,FALSE,,118,4,,100,j41,patron,G2,,,,167,107,empire room,,,,,
145,123,,,FALSE,,118,4,,100,j42,patron,G2,,,,167,107,empire room,,,,,
135,118,,,FALSE,,,,,100,k41,patron,M,,,,,,empire room,,,,,
133,131,,,FALSE,,121,4,,100,k43,patron,M,,,,,,empire room,,,,,
162,133,,,FALSE,,121,4,,100,k44,patron,M,,,,,,empire room,,,,,
153,115,,,FALSE,,,,,100,k52,patron,M,,,,,,empire room,,,,,
154,130,,,FALSE,,125,4,,100,k67,patron,K,,,,,,empire room,,,,,
185,121,,,FALSE,,125,4,,100,k68,patron,K,,,,,,empire room,,,,,
136,122,,,TRUE,,,,,100,k71,non-tipped,M,,,,,,empire room,,,,,
136,120,,,TRUE,,,,,100,k72,non-tipped,M,,,,,,empire room,,,,,
191,127,,,FALSE,,,,,100,l30,patron,K,,,,167,98,empire room,,,,,
139,132,,,TRUE,,,,,100,l41,non-tipped,M,,,,,,empire room,,,,,
169,130,,,FALSE,,,,,100,l63,patron,K,,,,,,empire room,,,,,
154,147,,,FALSE,,139,4,,100,l68,patron,,,,,-40,504,empire stage,,,,,
176,139,,,FALSE,,139,4,,100,l69,patron,,,,,-40,504,empire stage,,,,,
126,118,,,TRUE,,,,,100,l70,non-tipped,M,,,,,,empire room,,,,,
177,126,,,FALSE,,140,4,,100,l74,patron,M,,,,,,empire room,,,,,
164,115,,,FALSE,,140,4,,100,l75,patron,M,,,,,,empire room,,,,,
164,133,,,FALSE,,,,,100,m72,patron,M,,,,,,empire room,,,,,
149,115,,,FALSE,,,,,100,m75,patron,G2,,,,153.5,105,empire room,,,,,
